Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
39,0,Travel_Rarely,Sales,15,4,Marketing,2,Male,3,Sales Executive,1,Single,13341,0,0,1,0,21,3,3,20,8
42,0,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,2,Research Scientist,3,Single,4332,1,0,4,0,20,2,3,20,9
31,0,Non-Travel,Research & Development,10,3,Medical,3,Female,3,Research Director,3,Married,11031,4,0,3,1,13,2,4,11,7
54,0,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,Manufacturing Director,1,Single,4440,6,1,4,0,9,3,3,5,2
24,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,Healthcare Representative,3,Single,4617,1,0,2,0,4,2,2,4,3
23,0,Travel_Rarely,Research & Development,12,2,Other,4,Male,3,Laboratory Technician,4,Single,2647,1,0,3,0,5,6,4,5,2
40,0,Travel_Frequently,Research & Development,11,3,Technical Degree,4,Female,3,Laboratory Technician,3,Married,6323,1,0,1,1,10,2,4,10,9
40,0,Travel_Rarely,Sales,2,2,Marketing,2,Female,3,Sales Executive,2,Married,5677,3,0,3,1,15,4,3,11,8
25,0,Travel_Rarely,Human Resources,2,3,Human Resources,3,Female,3,Human Resources,2,Married,2187,4,0,3,0,6,3,3,2,0
30,0,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,Laboratory Technician,2,Married,3748,1,0,3,0,12,6,2,12,8
25,0,Travel_Rarely,Research & Development,2,1,Other,4,Male,3,Laboratory Technician,3,Divorced,3977,6,1,3,1,7,2,2,2,2
47,0,Travel_Rarely,Research & Development,25,3,Medical,1,Male,3,Healthcare Representative,3,Single,8633,2,0,2,0,25,3,3,17,14
33,0,Non-Travel,Research & Development,1,2,Medical,2,Male,2,Laboratory Technician,3,Divorced,2008,1,0,3,3,1,2,2,1,1
38,0,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,3,Sales Executive,2,Married,4440,0,0,1,2,16,3,3,15,13
31,0,Travel_Rarely,Sales,2,2,Life Sciences,1,Male,3,Sales Representative,3,Married,3067,0,0,3,1,3,1,3,2,2
38,0,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,2,Manufacturing Director,3,Married,5321,2,0,4,1,10,1,3,8,3
42,0,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,3,Research Scientist,1,Divorced,5410,6,1,3,1,9,3,2,4,3
41,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,3,Research Scientist,4,Married,2782,3,0,1,1,12,3,3,5,3
47,0,Non-Travel,Research & Development,1,1,Medical,3,Female,3,Research Director,2,Married,11957,0,0,1,2,14,3,1,13,8
35,0,Travel_Rarely,Research & Development,11,4,Medical,4,Male,3,Laboratory Technician,3,Married,2660,7,1,3,1,5,3,3,2,2
22,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,Research Scientist,3,Single,3375,0,0,4,0,4,2,4,3,2
35,0,Travel_Rarely,Research & Development,9,4,Medical,2,Male,3,Research Scientist,3,Single,5098,1,0,2,0,10,5,3,10,7
33,0,Travel_Rarely,Research & Development,15,2,Medical,2,Female,3,Healthcare Representative,4,Married,4878,0,1,1,1,10,6,3,9,7
32,0,Travel_Rarely,Research & Development,29,4,Life Sciences,3,Female,2,Laboratory Technician,2,Single,2837,1,0,3,0,6,3,3,6,2
40,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,Laboratory Technician,4,Married,2406,8,0,3,2,8,3,2,1,0
32,0,Travel_Rarely,Sales,1,4,Medical,2,Male,2,Sales Representative,2,Married,2269,0,0,2,1,3,2,3,2,2
39,0,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Male,3,Research Scientist,4,Single,4108,7,0,1,0,18,2,3,7,7
38,0,Travel_Rarely,Research & Development,10,3,Medical,2,Female,1,Research Director,3,Married,13206,3,0,1,1,20,3,3,18,16
32,0,Travel_Rarely,Sales,1,4,Marketing,3,Female,3,Sales Executive,4,Married,10422,1,0,3,2,14,3,3,14,10
37,0,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,4,Research Director,4,Married,13744,1,1,1,1,16,2,3,16,11
25,0,Travel_Rarely,Sales,8,2,Other,1,Female,3,Sales Executive,3,Divorced,4907,0,1,2,1,6,3,2,5,3
52,0,Non-Travel,Sales,29,4,Life Sciences,1,Male,3,Sales Representative,4,Divorced,3482,2,0,2,2,16,3,2,9,8
44,0,Travel_Rarely,Research & Development,1,3,Medical,2,Male,3,Research Scientist,4,Single,2436,6,1,3,0,6,2,3,4,3
21,0,Travel_Rarely,Sales,5,1,Medical,3,Male,3,Sales Representative,1,Single,2380,1,1,4,0,2,6,3,2,2
39,0,Non-Travel,Research & Development,9,3,Life Sciences,4,Male,3,Manager,4,Single,19431,2,0,3,0,21,3,2,6,0
23,1,Travel_Frequently,Sales,9,3,Marketing,4,Male,3,Sales Representative,1,Married,1790,1,0,1,1,1,3,2,1,0
36,0,Travel_Rarely,Sales,3,3,Medical,1,Female,2,Sales Executive,4,Married,7644,0,0,3,2,10,2,3,9,7
36,0,Travel_Frequently,Research & Development,4,2,Life Sciences,4,Female,3,Manufacturing Director,2,Divorced,5131,7,0,2,3,18,3,3,4,2
56,0,Non-Travel,Research & Development,1,4,Life Sciences,3,Male,3,Healthcare Representative,3,Divorced,6306,1,0,1,1,13,2,2,13,12
29,1,Travel_Rarely,Research & Development,1,4,Medical,1,Male,3,Research Scientist,4,Married,4787,9,1,2,3,4,3,4,2,2
42,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Manager,3,Married,18880,5,0,1,0,24,2,2,22,6
56,1,Travel_Rarely,Research & Development,7,2,Technical Degree,4,Male,3,Laboratory Technician,3,Married,2339,8,0,4,1,14,4,1,10,9
41,0,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Female,2,Manufacturing Director,2,Married,13570,0,0,3,1,21,3,3,20,7
34,0,Travel_Rarely,Sales,28,3,Marketing,4,Female,2,Sales Executive,3,Married,6712,1,0,4,2,8,2,3,8,7
36,0,Non-Travel,Sales,15,4,Marketing,4,Male,1,Sales Executive,4,Divorced,5406,1,0,1,1,15,4,2,15,12
41,0,Travel_Rarely,Sales,3,3,Life Sciences,3,Male,2,Sales Executive,2,Divorced,8938,2,0,3,1,14,5,3,5,4
32,0,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Male,3,Research Scientist,1,Single,2439,1,0,4,0,4,4,3,4,2
35,0,Travel_Rarely,Human Resources,26,4,Life Sciences,3,Female,3,Human Resources,4,Single,8837,1,1,3,0,9,2,3,9,0
38,0,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,3,Sales Executive,4,Married,5343,1,0,3,1,10,1,3,10,7
50,1,Travel_Frequently,Sales,1,4,Life Sciences,2,Male,3,Sales Executive,3,Divorced,6728,7,0,4,2,12,3,3,6,3
36,0,Travel_Rarely,Sales,11,4,Marketing,2,Female,2,Sales Executive,4,Married,6652,4,0,1,1,8,2,2,6,3
45,0,Travel_Rarely,Sales,20,3,Life Sciences,4,Female,3,Sales Executive,3,Single,4850,8,0,3,0,8,3,3,5,3
40,0,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Male,2,Research Scientist,3,Single,2809,2,0,4,0,8,2,3,2,2
35,0,Travel_Frequently,Research & Development,18,4,Life Sciences,3,Male,3,Healthcare Representative,3,Married,5689,1,1,4,2,10,2,4,10,2
40,0,Travel_Rarely,Research & Development,2,4,Medical,3,Female,3,Research Scientist,3,Married,2001,2,0,2,3,20,2,3,5,3
35,0,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Female,1,Research Scientist,4,Married,2977,1,0,4,1,4,5,3,4,3
29,0,Travel_Rarely,Research & Development,13,2,Other,4,Male,2,Laboratory Technician,2,Married,4025,4,1,1,1,10,2,3,4,3
29,0,Travel_Rarely,Research & Development,28,4,Medical,4,Female,2,Research Scientist,1,Single,3785,1,0,2,0,5,3,1,5,4
50,1,Travel_Rarely,Sales,28,3,Marketing,4,Male,2,Sales Executive,1,Divorced,10854,4,1,2,1,20,3,3,3,2
39,0,Travel_Rarely,Sales,24,1,Marketing,2,Female,2,Sales Executive,4,Married,12031,0,0,1,1,21,2,2,20,9
31,0,Non-Travel,Research & Development,5,3,Medical,2,Male,3,Manufacturing Director,1,Single,9936,0,0,2,0,10,2,3,9,4
26,0,Travel_Rarely,Sales,5,3,Other,4,Female,2,Sales Representative,3,Single,2966,0,0,4,0,5,2,3,4,2
36,0,Travel_Frequently,Research & Development,23,2,Medical,3,Male,4,Laboratory Technician,4,Married,2571,4,0,3,1,17,3,3,5,2
39,0,Travel_Rarely,Research & Development,6,1,Medical,4,Male,2,Healthcare Representative,1,Married,9991,4,0,1,1,9,5,3,7,7
27,0,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Male,4,Manufacturing Director,2,Married,6142,1,1,2,1,6,0,3,6,2
49,0,Travel_Frequently,Sales,2,3,Medical,4,Male,2,Sales Executive,2,Married,5390,2,0,4,0,17,3,2,9,6
34,0,Travel_Rarely,Research & Development,8,3,Medical,2,Male,4,Laboratory Technician,3,Married,4404,2,0,1,0,6,3,4,4,3
